position,artist,song,year,raw_total,raw_usa,raw_uk,raw_eur,raw_row
292,UB40,"Red Red Wine",1983,16.8390,6.2260,11.7680,6.7420,1.2140
293,"Soft Cell","Tainted Love",1981,16.7840,6.6440,12.9200,11.2350,0.0000
294,"LeAnn Rimes","Can't Fight the Moonlight",2001,16.7650,3.6240,8.7530,12.0740,0.5400
295,"Shaggy & Ricardo 'RikRok' Ducent","It Wasn't Me",2001,16.7580,3.9110,6.5710,13.3990,1.2140
296,"Teresa Brewer","(Put Another Nickel In) Music! Music! Music!",1950,16.7170,9.1670,6.0000,0.0000,0.5160
297,"Dexys Midnight Runners","Come On Eileen",1982,16.6880,6.6150,14.1060,6.8420,0.0000
298,"Bruno Mars","Just the Way You Are",2010,16.6630,6.3550,6.6250,3.0250,0.0000
299,"Rocco Granata",Marina,1960,16.6590,0.7320,0.6250,13.3330,0.5210
300,"Jennifer Lopez","If You Had My Love",1999,16.6420,4.8140,5.8090,11.4600,1.7060
301,"David Guetta & Akon","Sexy Chick (sexy Bitch)",2009,16.6380,4.7510,7.7500,11.3230,0.5110
302,"Britney Spears","Oops!... I Did it Again",2000,16.5980,3.7510,6.5380,15.4450,1.3560
303,"Lady GaGa","Born This Way",2011,16.5970,4.2470,5.9580,6.5320,0.0000
304,"N Sync","Bye, Bye, Bye",2000,16.4760,5.8650,6.5330,9.2270,1.5950
305,"Donna Summer","I Feel Love",1977,16.4700,9.0330,7.1920,13.9330,0.0000
306,"Lionel Richie","All Night Long (All Night)",1983,16.4460,7.3490,8.7120,9.5610,0.5530
307,Dido,"White Flag",2003,16.4460,3.6060,4.0000,15.9530,0.6250
308,"Les Brown & Doris Day","Sentimental Journey",1945,16.4400,13.5940,0.0000,0.5270,0.5230
309,"The Byrds","Mr Tambourine Man",1965,16.4200,13.3950,5.6740,4.6910,0.5250
310,"Gerry Rafferty","Baker Street",1978,16.4060,7.1480,10.0140,8.9660,0.5260
311,"Jennifer Lopez & Pitbull","On The Floor",2011,16.4040,4.6740,5.1000,6.7500,0.0000
312,"Elvis Presley","All Shook Up",1957,16.3470,9.9710,5.6490,1.6260,0.0100
313,"The Beatles","Ticket to Ride",1965,16.3190,9.9670,8.8350,6.6030,0.0000
314,"Natalie Imbruglia",Torn,1998,16.3120,3.8850,4.9490,13.1660,1.9840
315,REM,"Losing My Religion",1991,16.2950,11.6680,2.1230,10.3040,1.5970
316,Haddaway,"What is Love?",1993,16.2860,4.8280,3.7510,18.7000,1.0550
317,"Scott McKenzie","San Francisco (Wear Some Flowers in Your Hair)",1967,16.2800,4.3810,8.5600,10.2870,0.5870
318,"The Andrews Sisters","Rum & Coca-Cola",1945,16.2790,10.3100,1.5000,0.6670,0.5530
319,U2,"I Still Haven't Found What I'm Looking For",1987,16.2690,11.5190,4.3990,5.6420,0.6000
320,Roxette,Joyride,1991,16.2580,4.1520,4.3270,19.3100,2.5910
321,"Billy Swan","I Can Help",1975,16.2540,7.6660,6.9550,15.3750,0.0000
322,"Robert Miles",Children,1996,16.2530,2.2930,3.5440,21.4600,1.1870
323,"The Goo Goo Dolls",Iris,1998,16.2520,7.5620,5.5440,6.0310,1.1290
324,Shaggy,Angel,2001,16.2200,3.8520,5.7520,15.5360,0.5560
325,"Nelly Furtado","Say It Right",2007,16.2150,6.8350,2.6400,12.6390,0.5380
326,"Otis Redding","(Sittin' On) the Dock of the Bay",1968,16.2110,18.3510,4.3050,5.3870,0.5200
327,"Sam The Sham & The Pharaohs","Wooly Bully",1965,16.1770,15.3260,1.5910,6.4910,0.5220
328,"Elvis Presley","Don't Be Cruel",1956,16.1500,14.3510,0.5420,1.6410,0.5530
329,"Kris Kross",Jump,1992,16.1420,6.2750,6.0670,10.9620,1.7990
330,Abba,SOS,1975,16.1220,3.4410,9.0310,11.6290,1.0330
331,OutKast,"Ms Jackson",2001,16.1100,6.0910,2.0710,16.1790,0.5500
332,"Bonnie Tyler","It's a Heartache",1978,16.0890,5.3000,9.0040,12.1680,0.5130
333,"The Rolling Stones","Paint it Black",1966,16.0550,11.7020,7.7580,8.5310,0.0000
334,"The Everly Brothers","Cathy's Clown",1960,16.0500,9.1070,5.1740,3.3100,0.5200
335,"Katy Perry & Snoop Dogg","California Gurls",2010,16.0490,5.8280,6.7000,2.9050,0.0000
336,"Maroon 5 & Christina Aguilera","Moves Like Jagger",2011,16.0210,5.3470,6.3330,4.5830,0.0000
337,"Bee Gees","Too Much Heaven",1979,15.9980,6.2090,10.0830,11.3090,0.8330
338,"Dick Haymes","You'll Never Know",1943,15.9810,11.2690,0.8330,0.5170,0.5560
339,"The Beatles","Come Together",1969,15.9710,11.7720,8.4370,8.1160,0.5170
340,"The Knack","My Sharona",1979,15.9640,12.0780,7.1020,6.4830,0.5240
341,Lobo,"I'd Love You to Want Me",1973,15.9250,5.0060,10.5750,8.7000,0.0100
342,"The Black Eyed Peas","Boom Boom Pow",2009,15.9220,7.9730,5.3500,7.3090,0.6430
343,"The Monkees","Daydream Believer",1967,15.9210,9.3670,10.7740,4.2150,1.5590
344,"Kanye West & Jamie Foxx","Gold Digger",2005,15.9160,9.7800,4.6560,2.6860,1.1100
345,"John Lennon",Woman,1981,15.8600,6.6380,9.7740,7.0470,1.0950
346,"Jefferson Starship","Nothing's Gonna Stop Us Now",1987,15.8490,7.3880,7.8690,8.3120,0.5280
347,"Phil Collins","Against All Odds (Take a Look At Me Now)",1984,15.8120,7.6820,7.9100,9.8570,0.5310
348,"Scatman John","Scatman (Ski-Ba-Bop-Ba-Dop-Bop)",1995,15.8000,1.0500,2.8330,19.1670,3.0110
349,"The Black Eyed Peas","Don't Phunk With My Heart",2005,15.7930,4.3590,4.4100,9.5870,2.5480
350,Nena,"99 Red Balloons",1983,15.7910,5.1590,10.1400,16.2740,0.0000
351,"Elvis Presley",Surrender,1961,15.7840,4.7160,8.6020,5.2170,0.6530
352,"Gene Autry","Rudolph, the Red-Nosed Reindeer",1949,15.7790,12.6040,1.5000,0.0000,0.0100
353,Oasis,Wonderwall,1996,15.7690,6.2660,6.5480,7.4760,0.5630
354,"The Tornados",Telstar,1962,15.7680,5.0200,8.7450,6.5040,0.0000
355,Queen,"Crazy Little Thing Called Love",1980,15.7620,9.3690,8.4190,5.5230,0.8330
356,"Katy Perry",Firework,2010,15.7600,9.1920,4.3750,1.2920,0.0000
357,Rihanna,"Only girl (in the world)",2010,15.7590,5.4780,6.6430,3.0590,0.0000
358,"Paul McCartney & Michael Jackson","Say Say Say",1983,15.7510,6.5820,6.4060,12.7470,0.5220
359,U2,Desire,1988,15.7380,4.6000,8.0000,8.4620,1.5000
360,"Kanye West",Stronger,2007,15.7040,8.3650,5.0530,2.4870,1.6700
361,"The Righteous Brothers","You've Lost That Lovin' Feelin'",1964,15.6980,19.7390,5.4990,1.6890,0.0100
362,"Michael Jackson & Janet Jackson",Scream,1995,15.6970,4.2530,2.8610,12.5620,2.5410
363,"Elvis Presley","Return to Sender",1962,15.6710,7.1720,9.5030,4.5670,0.0000
364,"Norman Greenbaum","Spirit in the Sky",1970,15.6690,11.1410,10.0220,9.0650,0.0000
365,Prince,"The Most Beautiful Girl in the World",1994,15.6660,4.6510,6.0570,9.6980,1.8400
366,"Nat King Cole",Unforgettable,1951,15.6590,9.4770,5.0120,0.5160,0.0000
367,"Boney M","Ma Baker",1977,15.6550,1.2230,4.2920,21.0320,0.5260
368,Wings,"Mull of Kintyre",1977,15.6370,1.2400,13.8080,15.8090,0.0000
369,Offspring,"Pretty Fly (For a White Guy)",1999,15.6340,1.7590,5.9030,13.1780,2.8450
370,Madonna,"Like a Virgin",1984,15.6300,9.0120,7.5270,6.5460,0.6430
371,"The Mamas & The Papas","Monday Monday",1966,15.6240,13.3220,4.9070,6.0550,0.5290
372,"Buddy Holly","That'll Be the Day",1957,15.6170,13.1250,5.0160,0.5770,0.0000
373,"Gwen Stefani","Hollaback Girl",2005,15.6070,9.2860,2.6590,6.8380,1.0470
374,"Destiny's Child","Lose My Breath",2004,15.6020,5.3700,3.0310,9.3280,2.5530
375,Madonna,"Take a Bow",1995,15.5930,6.7760,2.0630,7.4880,2.7980
376,"Johnnie Ray",Cry,1951,15.5870,13.5380,1.5000,0.5150,0.0000
377,"Del Shannon",Runaway,1961,15.5840,10.5270,7.6300,1.4500,0.5430
378,"Janet Jackson","Together Again",1998,15.5730,4.0830,3.2300,13.6720,2.0450
379,"Paul Anka",Diana,1957,15.5610,3.9900,7.5630,3.1700,0.5730
380,"Jerry Lee Lewis","Great Balls of Fire",1957,15.5490,8.8880,4.5670,3.6790,0.0000
381,"Guns n' Roses","Sweet Child O' Mine",1988,15.5480,11.4140,1.7360,3.8160,1.1810
382,"Flo-Rida & Ke$ha","Right Round",2009,15.5420,5.6930,6.7000,8.7740,0.5210
383,"Elvis Presley","(Now & then There's) A Fool Such As I",1959,15.5250,5.6720,9.0050,3.3060,0.0000
384,10CC,"I'm Not in Love",1975,15.5240,6.3940,7.3090,8.2230,1.3920
385,"Anita Ward","Ring My Bell",1979,15.5090,6.8240,8.3830,11.8010,0.5910
386,"Rod Stewart","Do Ya Think I'm Sexy?",1979,15.4830,8.6830,8.8960,8.6520,0.5280
387,"Taio Cruz",Dynamite,2010,15.4640,5.6720,6.8330,2.3330,0.0000
388,"Jason Mraz","I am Yours",2008,15.4630,6.4540,3.8020,9.0010,0.5420
389,Mario,"Let Me Love You",2005,15.4540,6.4880,3.3330,11.6480,0.5530
390,Enigma,Sadeness,1991,15.4340,3.2030,4.0040,21.7690,1.8380
391,Snap,"Rhythm is a Dancer",1992,15.4250,4.9690,4.8440,18.9290,0.6250
392,M,"Pop Muzik",1979,15.4180,7.0140,9.7620,14.7420,0.0000
393,"Alanis Morissette",Ironic,1996,15.4130,7.0260,3.1430,8.3520,1.5800
394,"Lionel Richie",Hello,1984,15.4040,4.9760,10.0770,11.5870,0.5340
395,"Johnny Horton","Battle of New Orleans",1959,15.4000,13.5940,4.7320,0.5710,0.0000
396,"Bon Jovi","Livin' On a Prayer",1987,15.3590,7.3760,5.5090,7.8930,1.5000
397,"Enrique Iglesias",Hero,2001,15.3570,3.1320,8.4820,9.2500,1.0410
398,"The Sweet","The Ballroom Blitz",1973,15.3530,5.7920,11.4540,8.6240,0.0000
399,Ke$ha,Tik-Toc,2009,15.3510,9.6940,5.8610,6.4170,0.0000
400,"Timbaland & Keri Hilson","The Way I Are",2007,15.3310,4.0000,6.5910,8.1780,0.5110
401,"Phil Collins","In the Air Tonight",1981,15.3290,5.6510,7.2830,15.7240,0.0000
402,"Frank Sinatra","Five Minutes More",1946,15.3130,7.0140,4.5000,0.5910,0.5310
403,"Vanessa Carlton","A Thousand Miles",2002,15.2980,5.8430,3.1670,7.3420,2.2140
404,"Al Jolson",Swanee,1920,15.2970,11.3480,0.0000,0.5450,0.7000
405,"Al Martino","Here in My Heart",1952,15.2920,7.9620,8.1150,0.0000,0.0000
406,"Kid Rock","All summer long",2008,15.2890,3.9240,5.1000,13.9120,0.0000
407,"Van Halen",Jump,1984,15.2850,8.5890,5.2200,8.8060,1.0370
408,"Peter Gabriel",Sledgehammer,1986,15.2850,9.5770,4.1550,7.9520,0.5190
409,Adele,"Someone Like You",2011,15.2740,4.8510,5.3500,5.2500,0.0000
410,"Fifth Dimension","Aquarius/Let The Sunshine In",1969,15.2550,17.6960,6.4830,3.2470,0.7500
411,"Gordon Jenkins & The Weavers","Goodnight, Irene",1950,15.2410,11.5350,4.6000,0.0000,0.0000
412,Roxette,"The Look",1989,15.2020,5.2970,4.9780,17.0190,1.5290
413,"F R David",Words,1982,15.1870,0.5160,6.0010,23.2950,0.0000
414,"Sixpence None The Richer","Kiss Me",1999,15.1610,6.5350,4.8930,5.3750,1.8850
415,"Irene Cara",Fame,1980,15.1590,9.6560,7.0860,6.3330,0.5230
416,"Tommy James & the Shondells","Crimson & Clover",1969,15.1470,9.7220,8.9500,8.0380,0.5710
417,"Fine Young Cannibals","She Drives Me Crazy",1989,15.1360,8.1770,6.4070,9.7570,1.2840
418,"Led Zeppelin","Whole Lotta Love",1970,15.1060,12.4780,8.0550,8.7090,0.0000
419,"Michael Jackson","Don't Stop 'Til You Get Enough",1979,15.0970,8.6600,8.7670,7.8670,0.5830
420,"Hot Butter",Popcorn,1972,15.0660,4.0600,5.9440,16.3520,0.0000
421,"The Bangles","Eternal Flame",1989,15.0550,5.7570,7.7590,10.8750,1.6000
422,Santana,"Maria Maria",2000,15.0470,5.3830,2.1670,15.6070,1.1050
423,"Captain & Tennille","Love Will Keep Us Together",1975,15.0230,12.1710,7.8850,1.2670,0.5530
424,"Billy Ocean","Get Outta My Dreams Get Into My Car",1988,14.9640,3.9430,9.2300,9.0290,0.5190
425,"Perez Prado","Cherry Pink & Apple Blossom White",1955,14.9460,6.8340,3.5050,2.5000,0.7500
426,"Ini Kamoze","Here Comes the Hotstepper",1995,14.9450,5.6880,3.6000,9.6140,1.0820
427,"The Box Tops","The Letter",1967,14.9340,15.6210,6.2740,5.8690,0.0000
428,"Pee Wee Hunt","12th Street Rag",1948,14.9140,7.4830,4.5000,0.0000,0.5270
429,"Kool & The Gang",Celebration,1981,14.8960,11.8370,6.2070,3.2050,0.5320
430,"The Platters","Only You (And You Alone)",1955,14.8960,7.4750,0.7000,4.2950,0.7500
431,Exile,"Kiss You All Over",1978,14.8860,6.6190,9.5000,7.2660,0.5590
432,"The Kinks",Lola,1970,14.8830,9.3430,9.2670,6.5070,0.5100
433,"Bachman-Turner Overdrive","You Ain't Seen Nothin' Yet",1974,14.8760,8.5240,10.5620,7.9000,0.0000
434,"All Saints","Never Ever",1998,14.8580,3.0850,9.2690,7.4870,1.0610
435,"The Four Seasons","December 1963 (Oh What a Night)",1976,14.8550,9.9850,8.8280,4.1440,0.5910
436,"Tears For Fears","Everybody Wants to Rule the World",1985,14.8510,7.2490,8.5820,6.0790,1.0580
437,"Al Dexter & his Troopers","Pistol Packin' Mama",1943,14.8500,12.5520,0.0000,0.5120,0.5120
438,Snap,"The Power",1990,14.8500,5.3360,2.5010,14.0950,1.7250
439,"Richard Marx","Right Here Waiting",1989,14.8330,4.6280,8.0630,9.2900,2.6050
440,"Pat Boone","Love Letters in the Sand",1957,14.8280,5.7670,6.6250,2.1240,0.5240
441,"The Rolling Stones","Brown Sugar",1971,14.8100,11.5640,6.8290,6.3980,0.5140
442,Akon,"Smack That",2006,14.7860,4.8190,5.0380,8.3480,1.0650
443,"Nat King Cole","Nature Boy",1948,14.7790,11.4200,0.0000,0.5110,0.5770
444,Coldplay,"Viva La Vida",2008,14.7680,7.5180,2.7800,11.4820,0.0000
445,"Paul & Paula","Hey Paula",1963,14.7330,6.8900,6.2990,3.7050,0.5170
446,Kingsmen,"Louie Louie",1963,14.7290,14.7620,4.4240,0.0000,0.5240
447,"The Ronettes","Be My Baby",1963,14.7200,14.6080,3.2600,1.3610,0.0000
448,"The Manhattans","Kiss & Say Goodbye",1976,14.7160,8.7240,6.3170,7.9040,0.5290
449,"Three Dog Night","Joy to the World",1971,14.6980,17.0420,6.8860,1.6190,0.5540
450,"Olivia Newton-John & Electric Light Orchestra",Xanadu,1980,14.6790,3.1230,4.5550,16.4650,0.5630
451,"Elvis Presley","Can't Help Falling in Love",1962,14.6780,9.8200,7.6500,1.1240,0.5140
452,"Marvin Gaye","I Heard it Through the Grapevine",1968,14.6670,18.9240,5.8890,1.6200,0.5170
453,"Red Hot Chili Peppers","Under the Bridge",1992,14.6660,9.0330,4.1000,6.9110,1.0370
454,"Elvis Presley","In the Ghetto",1969,14.6230,9.1120,10.5030,10.0350,0.0000
455,"Perry Como","Don't Let the Stars Get in Your Eyes",1953,14.5820,10.0370,6.5040,0.0000,0.0000
456,"The Doors","Light My Fire",1967,14.5650,17.4350,6.4250,4.2400,0.0000
457,"The Beatles","The Ballad of John & Yoko",1969,14.5480,4.9310,7.5010,11.9090,0.5300
458,"The Eurythmics","Sweet Dreams (Are Made of This)",1983,14.5400,9.4650,5.7100,9.6900,0.0000
459,"The Beatles","Can't Buy Me Love",1964,14.5370,9.1560,8.8350,3.7830,0.6210
460,"Dean Martin","Memories Are Made of This",1956,14.5340,6.0020,6.5030,1.0610,0.5170
461,"The Drifters","Save the Last Dance For Me",1960,14.5330,9.3440,7.1910,2.3550,0.0000
462,"Neil Young","Heart of Gold",1972,14.5100,12.1000,5.3070,5.1710,0.5110
463,"Jennifer Lopez","Love Don't Cost a Thing",2001,14.5060,2.7250,5.5230,10.8790,2.0530
464,"The Scissor Sisters","I Don't Feel Like Dancin'",2006,14.4830,0.7390,3.7000,16.1480,1.5670
465,"Jive Bunny & The Mastermixers","Swing the Mood",1989,14.4750,2.3650,7.9710,15.1190,1.6450
466,"Kitty Kallen","Little Things Mean a Lot",1954,14.4740,10.4450,6.5360,0.0000,0.0000
467,Madonna,"Who's That Girl?",1987,14.4720,4.5570,6.1690,13.6920,0.5340
468,"Tom Jones","She's a Lady",1971,14.4510,8.3470,7.6590,7.7070,0.5270
469,Extreme,"More Than Words",1991,14.4390,6.4280,5.6260,7.8180,2.1360
470,"Nancy Sinatra & Frank Sinatra","Somethin' Stupid",1967,14.4350,9.3420,11.5200,3.5870,0.6000
471,"Right Said Fred","I'm Too Sexy",1991,14.4350,5.7740,7.4030,5.0830,2.2780
472,"Vera Lynn","Auf Wiederseh'n Sweetheart",1952,14.4320,8.7630,6.6000,0.0000,0.0000
473,"Creedence Clearwater Revival","Proud Mary",1969,14.4290,14.7520,6.2300,4.8620,0.5560
474,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995,14.4250,2.6920,6.8130,9.3950,0.7500
475,"Glenn Miller","Moonlight Serenade",1939,14.4200,8.5780,0.5830,1.0970,0.5530
476,"Crash Test Dummies","Mmm Mmm Mmm Mmm",1994,14.4090,4.8500,4.1130,12.3220,1.0310
477,"Creedence Clearwater Revival","Up Around the Bend",1970,14.3940,8.3520,8.1010,7.5050,0.5130
478,Rihanna,Disturbia,2008,14.3900,6.5680,2.8790,8.4170,0.6110
479,"Elton John","Something About the Way You look Tonight",1997,14.3610,4.2450,6.2880,7.4000,1.1150
480,"Bobby Goldsboro",Honey,1968,14.3400,10.8580,13.1350,2.7080,0.5410
481,Eminem,"Just Lose It",2004,14.3400,3.6130,5.0320,8.2480,1.8640
482,"Musical Youth","Pass the Dutchie",1982,14.3390,3.1660,10.4930,11.8290,0.0000
483,Chicago,"Hard to Say I'm Sorry",1982,14.3260,6.6100,5.4210,8.6240,0.5450
484,"Joe Cocker & Jennifer Warnes","Up Where We Belong",1982,14.3110,10.7610,7.5950,3.4920,0.0000
485,"Isaac Hayes","Theme From 'Shaft'",1971,14.2820,16.2980,3.8500,4.3010,0.5370
486,"B J Thomas","Raindrops Keep Falling On My Head",1970,14.2780,15.2940,6.8680,2.6790,0.6250
487,"John Fred & The Playboy Band","Judy in Disguise (With Glasses)",1968,14.2770,8.7760,5.5160,9.3390,0.5260
488,"Pitbull, Ne-Yo, Afrojack & Nayer","Give Me Everything",2011,14.2700,6.3560,5.1430,3.0530,0.0000
489,"Billy Joel","The River of Dreams",1993,14.2580,4.5910,4.8920,8.5060,2.0910
490,"Joan Osborne","One of Us",1996,14.2320,5.8630,4.7530,6.3360,1.2770
491,"Lisa Stansfield","All Around the World",1990,14.2140,4.9170,2.7510,12.8670,1.7520
492,"Alannah Myles","Black Velvet",1990,14.2110,6.6420,2.5860,11.3740,1.1700
493,Beyonce,"If I Were a Boy",2008,14.2100,3.4900,3.1230,12.3970,0.5220
494,"Trini Lopez","If I Had a Hammer",1963,14.1990,3.6510,2.9510,7.5340,0.5210
495,"Roberta Flack","The First Time Ever I Saw Your Face",1972,14.1730,12.8460,8.7550,0.6110,0.7500
496,"Crazy Frog","Axel F",2005,14.1610,1.2700,7.4610,11.1480,0.5220
497,"Elvis Presley","(You're The) Devil in Disguise",1963,14.1580,4.3740,5.3330,7.5090,0.0000
498,"The Beatles","Lady Madonna",1968,14.1520,8.3980,10.0760,9.5520,0.0000
499,"Dire Straits","Money For Nothing",1985,14.1520,8.5940,5.3500,5.3530,1.0720
500,"Francis Craig","Near You",1947,14.1480,11.8450,0.0000,0.5120,0.5420
501,"Elvis Presley","Good Luck Charm",1962,14.1230,6.4130,7.0820,5.0050,0.0000
502,"Frankie Avalon",Venus,1959,14.1230,5.2720,4.7960,3.7080,0.5270
503,"The Commodores","Three Times a Lady",1978,14.1170,7.1080,11.6300,2.7260,0.5370
504,"Glenn Miller","Chattanooga Choo Choo",1941,14.1100,11.9360,0.0000,0.5190,0.5770
505,"Mariah Carey","Vision of Love",1990,14.1060,7.6170,3.6110,3.5120,2.8460
506,"Tony Orlando & Dawn","Knock Three Times",1971,14.1030,9.1170,10.9860,3.5870,0.5310
507,"Amii Stewart","Knock On Wood",1979,14.0810,7.9750,6.7250,9.0680,0.5100
508,"Les Paul & Mary Ford","How High the Moon",1951,14.0810,15.1490,0.0000,0.0000,0.5590
509,"Percy Faith","The Song From Moulin Rouge (Where Is Your Heart)",1953,14.0570,10.1800,1.5000,0.5320,0.5670
510,Abba,"The Winner Takes it All",1980,14.0520,5.5820,5.1110,11.6550,0.5330
511,"The Carpenters","(They Long to Be) Close to You",1970,14.0290,14.3310,7.6670,2.5780,0.5340
512,"Frankie Valli",Grease,1978,13.9970,8.1890,7.2140,5.9020,0.5500
513,Rihanna,"SOS (Rescue Me)",2006,13.9910,5.7720,3.0770,8.9340,1.0830
514,"Chris de Burgh","The Lady in Red",1986,13.9820,3.5340,9.7940,8.9720,0.8330
515,"The Beatles","Strawberry Fields Forever",1967,13.9680,8.9990,7.3900,5.4560,0.6430
516,Tiffany,"I Think We're Alone Now",1988,13.9610,4.3880,8.9170,6.2880,0.5110
517,Duffy,Mercy,2008,13.9550,2.2040,3.5140,16.5710,0.0000
518,"Rod Stewart","Tonight's the Night (Gonna Be Alright)",1976,13.9290,11.9670,5.7920,3.3450,0.5770
519,"R Kelly",Ignition,2003,13.9190,6.0280,7.4500,0.5560,0.5320
520,"Elton John","Goodbye Yellow Brick Road",1973,13.8890,10.3770,7.1310,2.6610,0.8330
521,"Christina Aguilera","Ain't No Other Man",2006,13.8840,5.8910,2.4290,6.2890,2.5960
522,D12,"My Band",2004,13.8730,3.9070,4.5430,7.5960,1.8870
523,"Barbra Streisand","The Way We Were",1974,13.8620,17.2630,4.1990,0.5110,0.5190
524,"Robin Thicke, T.I. & Pharrell Williams","Blurred Lines",2013,13.8610,8.4800,5.5000,3.7000,0.0000
525,"The Sweet","Fox On the Run",1975,13.8600,5.4980,9.3350,9.5580,0.0000
526,"C&C Music Factory","Gonna Make You Sweat (Everybody Dance Now)",1991,13.8520,7.3800,1.3770,11.5510,2.7670
527,"Michael Jackson",Thriller,1984,13.8440,7.3940,3.1620,12.6310,0.5560
528,Rihanna,"Take a Bow",2008,13.8430,5.6020,5.5400,4.7290,0.5380
529,"Ray Parker Jr",Ghostbusters,1984,13.8270,6.8450,8.6220,10.9430,0.0000
530,Enigma,"Return to Innocence",1994,13.8140,5.1850,2.8330,10.0300,2.0240
531,"Bob Dylan","Like a Rolling Stone",1965,13.7880,15.6350,3.5570,2.2450,0.5110
532,"Uncle Kracker","Follow Me",2001,13.7810,2.4540,7.3740,9.3770,1.0250
533,"Gwen Stefani & Akon","The Sweet Escape",2007,13.7700,5.3670,3.1110,7.5010,1.5240
534,"The Rolling Stones","Miss You",1978,13.7600,8.1930,5.4610,7.4830,0.5240
535,"The Platters","The Great Pretender",1956,13.7520,11.7860,2.2000,1.7520,0.0000
536,Champs,Tequila,1958,13.7330,9.6180,2.7770,1.3030,0.5340
537,Wings,"Silly Love Songs",1976,13.6950,11.3800,6.6260,2.9090,0.5250
538,"Plain White T's","Hey There Delilah",2007,13.6870,7.1400,3.0480,10.4980,0.0000
539,"George Michael","Jesus to a Child",1996,13.6640,2.6420,5.5210,11.3280,1.2080
540,INXS,"Need You Tonight",1988,13.6620,9.1130,2.7160,3.4460,1.0520
541,"Amy Winehouse",Rehab,2007,13.6590,8.9640,0.6430,6.7120,1.3480
542,"Mariah Carey",Dreamlover,1993,13.6460,7.7920,2.1110,2.9010,3.0330
543,"Kate Bush","Wuthering Heights",1978,13.6430,1.7640,10.7770,10.4370,0.5250
544,"The Four Tops","Reach Out (I'll Be There)",1966,13.6290,15.0970,3.7050,3.2990,0.5100
545,"Babylon Zoo",Spaceman,1996,13.5980,0.2000,4.4630,20.1660,0.6430
546,"New Vaudeville Band","Winchester Cathedral",1966,13.5970,8.9790,8.8350,3.8020,0.5220
547,"Stevie Wonder",Superstition,1973,13.5960,14.3060,2.4410,3.4530,0.5160
548,"Lauryn Hill","Doo Wop (That Thing)",1998,13.5930,7.6540,1.8580,2.4210,2.5530
549,Eminem,"The Real Slim Shady",2000,13.5910,5.3710,4.1010,10.6170,0.5100
550,Madonna,"Justify My Love",1990,13.5860,6.0370,3.0000,8.6440,1.8810
551,"The B52s","Love Shack",1989,13.5850,8.9760,7.5700,2.4670,1.2280
552,"Elton John","Can You Feel the Love Tonight",1994,13.5600,7.5350,2.0710,6.3540,1.7610
553,"Al Green","Let's Stay Together",1972,13.5420,17.2930,2.9070,0.7500,0.5450
554,"Diana King","Shy Guy",1995,13.5130,2.3630,2.0380,12.7140,3.0000
555,"Jennifer Paige",Crush,1998,13.4920,3.9800,6.8240,7.5000,0.6110
556,Prince,Batdance,1989,13.4870,4.7030,5.0560,9.8090,3.0000
557,Kaoma,Lambada,1989,13.4810,1.7730,2.0710,21.6320,2.4580
558,"The Beatles",Something,1969,13.4800,11.3430,10.9180,3.0030,0.5670
559,"Patti LaBelle","Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)",1975,13.4750,11.5450,3.5480,5.3010,0.5260
560,"The Everly Brothers","All I Have to Do is Dream",1958,13.4640,9.4980,6.5220,0.5360,0.0000
561,Baccara,"Yes Sir, I Can Boogie",1977,13.4610,0.2000,5.6160,17.1610,0.5120
562,"Boney M","Daddy Cool",1976,13.4590,1.2320,3.3890,20.4840,0.0000
563,U2,Discotheque,1997,13.4380,1.5500,5.0000,10.2010,2.5720
564,"Shania Twain","You're Still the One",1998,13.4370,7.5030,3.2720,2.2180,1.7510
565,"George Michael & Elton John","Don't Let the Sun Go Down On Me",1992,13.4300,5.0890,3.5000,13.8620,1.3110
566,"Britney Spears",Womanizer,2008,13.4130,5.1380,2.8580,9.0880,0.5260
567,"The Kalin Twins",When,1958,13.4120,1.9560,6.8430,4.1320,0.5300
568,Madonna,"This Used to Be My Playground",1992,13.4100,6.5820,2.8330,11.0200,1.5120
569,"Little Eva","The Loco-Motion",1962,13.4060,11.1980,5.3440,2.2000,0.0000
570,O-Zone,"Dragostea Din Tei",2004,13.4060,1.1140,2.3330,18.2350,0.7000
571,"Rosemary Clooney","Hey There",1954,13.3950,11.3670,2.2500,0.0000,0.5320
572,U2,Vertigo,2004,13.3880,3.6470,3.0000,8.0020,2.6580
573,"Pras Michel","Ghetto Supastar (That is What You Are)",1998,13.3560,1.8480,5.9850,13.4250,0.5420
574,"Bellamy Brothers","Let Your Love Flow",1976,13.3480,5.0750,4.3310,11.6360,0.5110
575,"Andy Gibb","Shadow Dancing",1978,13.3480,10.8840,4.9740,3.2500,0.5770
576,"Katy Perry","Teenage Dream",2010,13.3470,5.5190,4.6110,2.6800,0.0000
577,"Britney Spears & Madonna","Me Against the Music",2003,13.3400,1.7450,4.5260,8.3850,2.5290
578,"Destiny's Child",Survivor,2001,13.3390,4.9580,3.0000,7.1420,2.0230
579,Europe,"The Final Countdown",1986,13.3120,2.4200,6.9950,19.5310,0.0000
580,Madonna,"American Pie",2000,13.2980,1.7700,4.2790,15.4590,1.6670
